|      | epoch| loss               | train_accuracy      | validation_accuracy |
| 76   | 174  | 8.515572709934055  | 0.8777777777777778  | 0.74 |
| 77   | 173  | 8.17437051034872   | 0.88                | 0.76 |
| 78   | 172  | 8.792221818129772  | 0.8733333333333333  | 0.74 |
| 79   | 171  | 7.235778839410413  | 0.8888888888888888  | 0.76 |
| 80   | 170  | 8.093617549775864  | 0.8688888888888889  | 0.77 |
| 81   | 169  | 8.9204497593779    | 0.8533333333333334  | 0.75 |
| 82   | 168  | 8.01950897587284   | 0.8533333333333334  | 0.76 |
| 83   | 167  | 7.552418105587094  | 0.8955555555555555  | 0.74 |
| 84   | 166  | 7.714382321339365  | 0.88                | 0.76 |
| 85   | 165  | 8.735188141392383  | 0.8622222222222222  | 0.76 |
| 86   | 164  | 8.907866698705124  | 0.8488888888888889  | 0.77 |
| 87   | 163  | 8.672335763170993  | 0.8577777777777778  | 0.76 |
| 88   | 162  | 9.249644422902847  | 0.8644444444444445  | 0.76 |
| 89   | 161  | 8.717641477834382  | 0.86                | 0.76 |
| 90   | 160  | 7.210802824250033  | 0.8755555555555555  | 0.76 |
| 91   | 159  | 7.607858075768673  | 0.8844444444444445  | 0.77 |
| 92   | 158  | 7.967370518930035  | 0.8644444444444445  | 0.75 |
| 93   | 157  | 8.789037090868966  | 0.8444444444444444  | 0.76 |
| 94   | 156  | 8.371780179506448  | 0.8666666666666667  | 0.76 |
| 95   | 155  | 8.981365071695409  | 0.8466666666666667  | 0.75 |
| 96   | 154  | 7.856581932571404  | 0.8777777777777778  | 0.76 |
| 97   | 153  | 7.721248639361042  | 0.8688888888888889  | 0.76 |
| 98   | 152  | 7.564090083339669  | 0.8866666666666667  | 0.77 |
| 99   | 151  | 8.214664297262143  | 0.8644444444444445  | 0.75 |
| 100  | 150  | 9.091500842102072  | 0.8666666666666667  | 0.77 |
| 101  | 149  | 8.924752052509538  | 0.8555555555555555  | 0.75 |
| 102  | 148  | 10.054167150852841 | 0.8355555555555556  | 0.77 |
| 103  | 147  | 8.594565374269699  | 0.8755555555555555  | 0.74 |
| 104  | 146  | 8.634843110786317  | 0.8777777777777778  | 0.77 |
| 105  | 145  | 8.513539551779191  | 0.8533333333333334  | 0.77 |
| 106  | 144  | 8.569736268842423  | 0.8644444444444445  | 0.74 |
| 107  | 143  | 9.115339377736019  | 0.84                | 0.76 |
| 108  | 142  | 8.509467147507259  | 0.8644444444444445  | 0.74 |
| 109  | 141  | 8.830158367750723  | 0.8644444444444445  | 0.76 |
| 110  | 140  | 7.403296749072336  | 0.8866666666666667  | 0.77 |
| 111  | 139  | 7.668985029479315  | 0.8888888888888888  | 0.74 |
| 112  | 138  | 7.833733343794377  | 0.8822222222222222  | 0.77 |
| 113  | 137  | 7.69823849870456   | 0.8822222222222222  | 0.74 |
| 114  | 136  | 8.902467453713061  | 0.8711111111111111  | 0.74 |
| 115  | 135  | 9.569653035582789  | 0.8488888888888889  | 0.76 |
| 116  | 134  | 8.50636264143602   | 0.8822222222222222  | 0.74 |
| 117  | 133  | 8.35248332082569   | 0.8822222222222222  | 0.74 |
| 118  | 132  | 8.581312751703594  | 0.8622222222222222  | 0.76 |
| 119  | 131  | 9.217294486568974  | 0.8733333333333333  | 0.73 |
| 120  | 130  | 9.539651644693752  | 0.8466666666666667  | 0.76 |
| 121  | 129  | 8.856751031063093  | 0.8822222222222222  | 0.74 |
| 122  | 128  | 8.721264508364293  | 0.8688888888888889  | 0.76 |
| 123  | 127  | 8.413103561832648  | 0.8955555555555555  | 0.74 |
| 124  | 126  | 8.565637623506985  | 0.8777777777777778  | 0.74 |
| 125  | 125  | 7.683975535149434  | 0.8933333333333333  | 0.74 |
| 126  | 124  | 9.01275146852057   | 0.8577777777777778  | 0.74 |
| 127  | 123  | 9.351391209185007  | 0.8488888888888889  | 0.74 |
| 128  | 122  | 9.426088491361199  | 0.84                | 0.74 |
| 129  | 121  | 8.586067202238278  | 0.8844444444444445  | 0.74 |
| 130  | 120  | 8.694996091134357  | 0.8777777777777778  | 0.74 |
| 131  | 119  | 8.117443428324352  | 0.8844444444444445  | 0.74 |
| 132  | 118  | 8.315742535284446  | 0.8777777777777778  | 0.74 |
| 133  | 117  | 8.356741960344058  | 0.8933333333333333  | 0.74 |
| 134  | 116  | 7.829739398963614  | 0.8733333333333333  | 0.75 |
| 135  | 115  | 8.732708064386724  | 0.88                | 0.74 |
| 136  | 114  | 8.19929979807699   | 0.8933333333333333  | 0.74 |
| 137  | 113  | 8.730706288196716  | 0.88                | 0.76 |
| 138  | 112  | 8.911130394693657  | 0.8511111111111112  | 0.75 |
| 139  | 111  | 8.356484948576577  | 0.88                | 0.74 |
| 140  | 110  | 7.0788430874860815 | 0.9044444444444445  | 0.74 |
| 141  | 109  | 9.759659895707623  | 0.86                | 0.73 |
| 142  | 108  | 8.984271741640148  | 0.8622222222222222  | 0.74 |
| 143  | 107  | 8.218370310825712  | 0.8822222222222222  | 0.73 |
| 144  | 106  | 9.418958995248675  | 0.8733333333333333  | 0.74 |
| 145  | 105  | 8.823738333442419  | 0.8622222222222222  | 0.74 |
| 146  | 104  | 8.81875091633452   | 0.8733333333333333  | 0.74 |
| 147  | 103  | 9.214835743098263  | 0.86                | 0.74 |
| 148  | 102  | 7.690210077511305  | 0.9066666666666666  | 0.73 |
| 149  | 101  | 8.884349345169218  | 0.88                | 0.74 |
| 150  | 100  | 8.234534205383834  | 0.8666666666666667  | 0.75 |
| 151  | 99   | 9.36514106115112   | 0.8733333333333333  | 0.73 |
| 152  | 98   | 8.711622999276921  | 0.8755555555555555  | 0.73 |
| 153  | 97   | 8.897486045465     | 0.8688888888888889  | 0.74 |
| 154  | 96   | 8.270879944443712  | 0.8777777777777778  | 0.75 |
| 155  | 95   | 8.988982170820686  | 0.8777777777777778  | 0.73 |
| 156  | 94   | 9.446819144537328  | 0.8666666666666667  | 0.74 |
| 157  | 93   | 8.380259028296724  | 0.8711111111111111  | 0.74 |
| 158  | 92   | 8.792383310169722  | 0.8755555555555555  | 0.74 |
| 159  | 91   | 8.95953621209612   | 0.8688888888888889  | 0.74 |
| 160  | 90   | 9.783335010491033  | 0.8577777777777778  | 0.75 |
| 161  | 89   | 9.651702403027407  | 0.88                | 0.73 |
| 162  | 88   | 9.1562003928683    | 0.8733333333333333  | 0.75 |
| 163  | 87   | 9.574519519491005  | 0.8577777777777778  | 0.75 |
| 164  | 86   | 10.107587716364401 | 0.86                | 0.73 |
| 165  | 85   | 9.746084303551543  | 0.8622222222222222  | 0.73 |
| 166  | 84   | 8.261707022166933  | 0.8755555555555555  | 0.75 |
| 167  | 83   | 9.367905753693188  | 0.8622222222222222  | 0.74 |
| 168  | 82   | 8.58185169809053   | 0.8977777777777778  | 0.73 |
| 169  | 81   | 8.859193817035502  | 0.8844444444444445  | 0.72 |
| 170  | 80   | 8.71189465061316   | 0.8711111111111111  | 0.73 |
| 171  | 79   | 9.028015495347162  | 0.88                | 0.74 |
| 172  | 78   | 9.785369748284142  | 0.8555555555555555  | 0.73 |
| 173  | 77   | 10.536536800967172 | 0.8688888888888889  | 0.72 |
| 174  | 76   | 8.89776979637456   | 0.88                | 0.74 |
| 175  | 75   | 10.62270343346965  | 0.8422222222222222  | 0.75 |
| 176  | 74   | 10.157163471566282 | 0.8733333333333333  | 0.72 |
| 177  | 73   | 9.132767946862158  | 0.8955555555555555  | 0.75 |
| 178  | 72   | 10.233142814626909 | 0.86                | 0.75 |
| 179  | 71   | 10.63013837526603  | 0.8644444444444445  | 0.73 |
| 180  | 70   | 9.588735640210215  | 0.8688888888888889  | 0.7  |
| 181  | 69   | 10.030207037659443 | 0.8622222222222222  | 0.76 |
| 182  | 68   | 9.521117487629814  | 0.8844444444444445  | 0.75 |
| 183  | 67   | 10.72788363511451  | 0.8444444444444444  | 0.75 |
| 184  | 66   | 10.132163920445342 | 0.8644444444444445  | 0.76 |
| 185  | 65   | 9.809826539336104  | 0.88                | 0.74 |
| 186  | 64   | 11.102713683801118 | 0.86                | 0.76 |
| 187  | 63   | 10.397652723464246 | 0.8711111111111111  | 0.73 |
| 188  | 62   | 10.344962087885243 | 0.8422222222222222  | 0.75 |
| 189  | 61   | 10.579463360131959 | 0.8777777777777778  | 0.74 |
| 190  | 60   | 10.705757472708108 | 0.8711111111111111  | 0.74 |
| 191  | 59   | 11.284949959386466 | 0.8577777777777778  | 0.75 |
| 192  | 58   | 10.715283385750876 | 0.8622222222222222  | 0.77 |
| 193  | 57   | 10.774318318151133 | 0.88                | 0.74 |
| 194  | 56   | 11.884057143194338 | 0.8444444444444444  | 0.76 |
| 195  | 55   | 11.059590748039758 | 0.86                | 0.73 |
| 196  | 54   | 11.956223578737314 | 0.8644444444444445  | 0.77 |
| 197  | 53   | 11.307053323061833 | 0.8644444444444445  | 0.76 |
| 198  | 52   | 11.876890544291609 | 0.8666666666666667  | 0.76 |
| 199  | 51   | 12.367399243278628 | 0.84                | 0.73 |
| 200  | 50   | 11.935651648070545 | 0.8688888888888889  | 0.75 |
| 201  | 49   | 13.125960839949123 | 0.8333333333333334  | 0.76 |
| 202  | 48   | 12.310713498364072 | 0.8755555555555555  | 0.74 |
| 203  | 47   | 11.860329075164993 | 0.8777777777777778  | 0.76 |
| 204  | 46   | 11.805349832752107 | 0.8622222222222222  | 0.77 |
| 205  | 45   | 12.570969694456316 | 0.8644444444444445  | 0.74 |
| 206  | 44   | 13.260097060250738 | 0.8755555555555555  | 0.77 |
| 207  | 43   | 13.837388033029152 | 0.8666666666666667  | 0.74 |
| 208  | 42   | 14.165774201327606 | 0.8488888888888889  | 0.76 |
| 209  | 41   | 13.801532805911336 | 0.8644444444444445  | 0.76 |
| 210  | 40   | 14.381839181774836 | 0.8577777777777778  | 0.77 |
| 211  | 39   | 14.65730788066004  | 0.8533333333333334  | 0.75 |
| 212  | 38   | 14.591489878730492 | 0.8622222222222222  | 0.76 |
| 213  | 37   | 14.77788841737082  | 0.8444444444444444  | 0.77 |
| 214  | 36   | 14.294939219723922 | 0.8911111111111111  | 0.77 |
| 215  | 35   | 15.998728804404012 | 0.8511111111111112  | 0.76 |
| 216  | 34   | 15.802862841140904 | 0.8422222222222222  | 0.77 |
| 217  | 33   | 16.835779801686247 | 0.8311111111111111  | 0.76 |
| 218  | 32   | 17.510778909045854 | 0.8311111111111111  | 0.77 |
| 219  | 31   | 17.758479216696845 | 0.8333333333333334  | 0.77 |
| 220  | 30   | 17.851995639447193 | 0.8244444444444444  | 0.77 |
| 221  | 29   | 18.304713724526394 | 0.8111111111111111  | 0.77 |
| 222  | 28   | 18.954533284175646 | 0.8244444444444444  | 0.76 |
| 223  | 27   | 19.498303967732568 | 0.7955555555555556  | 0.74 |
| 224  | 26   | 19.98050978036642  | 0.8044444444444444  | 0.77 |
| 225  | 25   | 20.27908356537718  | 0.7777777777777778  | 0.76 |
| 226  | 24   | 21.156958565319368 | 0.7955555555555556  | 0.78 |
| 227  | 23   | 21.515827954533304 | 0.7777777777777778  | 0.7  |
| 228  | 22   | 22.152360638378163 | 0.7622222222222222  | 0.73 |
| 229  | 21   | 23.55080597828104  | 0.7422222222222222  | 0.73 |
| 230  | 20   | 23.537941031480937 | 0.7488888888888889  | 0.74 |
| 231  | 19   | 24.37443099772386  | 0.7511111111111111  | 0.72 |
| 232  | 18   | 25.063469815532123 | 0.7377777777777778  | 0.73 |
| 233  | 17   | 25.69940147520071  | 0.7266666666666667  | 0.73 |
| 234  | 16   | 26.113112943055324 | 0.7155555555555555  | 0.68 |
| 235  | 15   | 26.411129142800263 | 0.7133333333333334  | 0.67 |
| 236  | 14   | 27.20988071316498  | 0.7155555555555555  | 0.7  |
| 237  | 13   | 27.76207119077507  | 0.7088888888888889  | 0.71 |
| 238  | 12   | 28.269702498961447 | 0.6866666666666666  | 0.69 |
| 239  | 11   | 28.921784276021416 | 0.6333333333333333  | 0.69 |
| 240  | 10   | 29.092589513681972 | 0.6688888888888889  | 0.62 |
| 241  | 9    | 29.422366380822595 | 0.6177777777777778  | 0.66 |
| 242  | 8    | 29.887148722732572 | 0.6177777777777778  | 0.63 |
| 243  | 7    | 30.16198246483686  | 0.6044444444444445  | 0.56 |
| 244  | 6    | 30.381643813431896 | 0.5888888888888889  | 0.64 |
| 245  | 5    | 30.61220675363929  | 0.5933333333333334  | 0.59 |
| 246  | 4    | 30.618039783476128 | 0.5888888888888889  | 0.63 |
| 247  | 3    | 31.24193367545695  | 0.49777777777777776 | 0.49 |
| 248  | 2    | 31.20017921887472  | 0.5311111111111111  | 0.55 |
| 249  | 1    | 31.32359379624273  | 0.5088888888888888  | 0.48 |
